RA,Ano_Ref,Fase,Idade,Gênero,IAA,IEG,IPS,IDA,IPV,IAN,Mat,Por,Ing,IPP,Risco_Defasagem
RA-245,2022,3,14.0,Menino,10.0,9.9,7.5,8.4,9.25,5.0,8.3,8.2,8.8,,1
RA-246,2022,3,13.0,Menino,8.3,9.4,7.5,7.6,9.167,10.0,8.0,6.7,8.0,,0
RA-247,2022,3,13.0,Menina,8.3,8.2,7.5,5.8,7.875,10.0,5.3,5.7,6.3,,0
RA-248,2022,3,13.0,Menino,9.2,7.6,7.5,5.2,7.292,10.0,4.0,5.5,6.0,,0
RA-249,2022,3,14.0,Menino,6.7,7.4,5.0,2.9,4.292,5.0,2.3,4.2,2.2,,1
RA-250,2022,3,12.0,Menina,8.3,8.6,7.5,6.6,7.625,10.0,6.7,6.5,6.7,,0
RA-251,2022,3,15.0,Menino,10.0,8.1,5.6,6.3,6.625,5.0,5.3,6.3,7.2,,1
RA-252,2022,3,14.0,Menino,9.2,2.8,7.5,0.9,3.875,5.0,1.3,1.2,0.2,,1
RA-253,2022,3,15.0,Menino,9.2,3.6,5.0,1.8,3.75,5.0,1.0,3.7,0.7,,1
RA-254,2022,3,14.0,Menino,10.0,7.4,5.6,5.3,6.917,5.0,5.0,6.8,4.0,,1
RA-255,2022,3,14.0,Menino,7.5,3.8,5.0,1.3,5.542,5.0,1.0,2.3,0.5,,1
RA-256,2022,3,12.0,Menina,8.8,8.5,5.0,5.2,6.708,10.0,5.3,6.7,3.5,,0
RA-257,2022,3,14.0,Menina,0.0,6.4,5.6,3.6,6.708,5.0,4.0,5.2,1.5,,1
RA-258,2022,3,12.0,Menina,10.0,7.3,5.6,4.8,6.125,10.0,2.7,6.2,5.5,,0
RA-259,2022,3,16.0,Menino,8.8,2.9,7.5,0.9,4.625,2.5,0.0,2.7,0.2,,1
RA-260,2022,3,13.0,Menina,10.0,8.2,7.5,5.0,6.458,10.0,5.7,5.2,4.2,,0
RA-261,2022,3,14.0,Menina,8.8,7.2,5.6,5.8,7.042,5.0,6.2,5.8,5.5,,1
RA-262,2022,3,15.0,Menino,0.0,5.8,5.6,3.4,5.625,5.0,1.3,5.5,3.5,,1
RA-263,2022,3,15.0,Menina,5.8,5.6,7.5,3.7,4.417,5.0,3.0,2.8,5.4,,1
RA-264,2022,3,15.0,Menina,10.0,9.2,5.6,5.8,6.625,5.0,6.0,5.5,,,1
RA-265,2022,3,13.0,Menino,8.3,7.7,7.5,6.9,7.917,10.0,5.3,7.0,8.5,,0
RA-266,2022,3,16.0,Menina,7.5,5.8,5.6,6.0,6.583,2.5,5.0,6.7,6.3,,1
RA-267,2022,3,15.0,Menina,10.0,7.4,5.0,3.3,6.292,5.0,2.3,4.8,2.7,,1
RA-268,2022,3,14.0,Menina,9.2,6.7,6.3,5.7,7.208,5.0,7.0,6.8,3.2,,1
RA-269,2022,3,13.0,Menino,9.2,8.6,6.3,8.9,7.25,10.0,8.7,9.5,8.5,,0
RA-270,2022,3,13.0,Menina,8.3,8.4,6.9,7.9,8.125,10.0,8.0,7.2,8.5,,0
RA-271,2022,3,15.0,Menina,9.2,8.5,5.6,7.1,6.958,5.0,6.3,6.5,8.3,,1
RA-272,2022,3,14.0,Menino,9.2,5.7,7.5,5.1,6.417,5.0,5.0,6.8,3.5,,1
RA-273,2022,3,14.0,Menina,9.2,5.3,7.5,3.0,5.833,5.0,3.8,4.7,0.5,,1
RA-274,2022,3,11.0,Menina,7.9,8.3,7.5,8.1,7.0,10.0,8.1,9.3,7.0,,0
RA-275,2022,3,15.0,Menino,9.6,6.9,7.5,4.6,6.667,5.0,5.0,6.0,2.7,,1
RA-276,2022,3,14.0,Menina,7.1,5.7,5.6,4.3,5.125,5.0,3.7,6.0,3.3,,1
RA-277,2022,3,14.0,Menino,7.1,8.8,7.5,7.4,7.208,5.0,7.2,7.0,8.2,,1
RA-278,2022,3,12.0,Menino,8.8,9.2,5.6,6.0,7.417,10.0,5.7,5.8,6.4,,0
RA-279,2022,3,13.0,Menino,9.2,9.9,6.3,9.1,8.208,10.0,9.7,8.3,9.3,,0
RA-280,2022,3,13.0,Menina,7.5,9.2,7.5,7.1,7.333,10.0,5.7,7.0,8.7,,0
RA-281,2022,3,13.0,Menina,6.7,6.9,7.5,5.9,5.625,10.0,5.0,6.8,6.0,,0
RA-282,2022,3,13.0,Menina,8.8,6.8,7.5,4.0,5.625,10.0,4.7,6.3,1.0,,0
RA-283,2022,3,14.0,Menino,9.6,8.8,7.5,5.6,6.625,5.0,4.5,5.8,6.6,,1
RA-284,2022,3,13.0,Menino,6.7,5.1,5.6,3.8,5.958,10.0,7.0,4.5,0.0,,0
RA-285,2022,3,16.0,Menina,9.2,4.1,7.5,2.8,5.75,2.5,4.0,3.2,1.2,,1
RA-286,2022,3,15.0,Menina,7.1,5.8,6.3,3.0,5.625,5.0,4.7,2.3,2.0,,1
RA-287,2022,3,17.0,Menina,7.9,3.4,5.0,1.1,4.292,2.5,0.7,2.5,0.2,,1
RA-288,2022,3,16.0,Menina,0.0,5.6,6.3,0.0,6.833,2.5,,,,,1
RA-289,2022,3,14.0,Menina,0.0,7.8,6.3,6.8,7.25,5.0,5.3,7.5,7.5,,1
RA-290,2022,3,17.0,Menina,10.0,3.9,6.3,1.7,6.042,2.5,1.0,2.3,1.8,,1
RA-291,2022,3,13.0,Menino,8.3,8.2,6.9,8.0,7.792,10.0,8.0,7.5,8.5,,0
RA-292,2022,3,16.0,Menino,7.9,3.7,7.5,1.8,6.292,2.5,0.0,5.0,0.5,,1
RA-293,2022,3,13.0,Menino,8.8,2.9,7.5,2.3,3.333,10.0,2.0,3.8,1.0,,0
RA-294,2022,3,18.0,Menina,9.6,5.8,7.5,0.0,5.917,2.5,,,,,1
RA-295,2022,3,14.0,Menina,7.9,8.0,7.5,6.9,7.375,5.0,5.3,7.7,7.7,,1
RA-296,2022,3,15.0,Menina,8.8,3.6,7.5,2.8,3.833,5.0,5.7,2.7,0.2,,1
RA-297,2022,3,13.0,Menina,7.1,7.9,6.3,6.6,7.417,10.0,6.3,5.3,8.2,,0
RA-298,2022,3,13.0,Menino,9.2,6.3,5.6,5.2,5.417,10.0,5.5,4.8,,,0
RA-299,2022,3,13.0,Menina,7.1,8.2,5.0,6.8,6.708,10.0,6.3,7.3,6.7,,0
RA-300,2022,3,14.0,Menino,5.4,6.9,6.3,3.1,5.875,5.0,2.7,4.8,1.7,,1
RA-301,2022,3,13.0,Menina,8.8,5.8,5.6,6.3,6.042,10.0,6.5,7.2,5.4,,0
RA-302,2022,3,16.0,Menino,9.2,7.7,6.9,4.8,6.208,2.5,4.3,5.0,5.0,,1
RA-303,2022,3,14.0,Menino,7.5,7.2,7.5,3.9,5.375,5.0,3.8,4.0,,,1
RA-304,2022,3,15.0,Menino,8.8,7.7,7.5,4.3,5.542,5.0,3.0,5.5,,,1
RA-305,2022,3,14.0,Menino,7.9,6.6,7.5,4.8,5.208,5.0,2.8,6.7,,,1
RA-306,2022,3,14.0,Menina,8.3,6.8,7.5,5.2,5.958,5.0,4.7,5.8,5.0,,1
RA-307,2022,3,14.0,Menino,5.4,4.5,7.5,2.5,4.708,5.0,5.0,0.0,,,1
RA-308,2022,3,13.0,Menino,7.9,7.4,6.9,5.0,6.167,10.0,6.7,5.5,2.8,,0
RA-309,2022,3,14.0,Menina,9.2,5.2,7.5,6.5,5.083,5.0,7.0,6.0,,,1
RA-310,2022,3,15.0,Menina,7.9,7.5,7.5,4.5,6.0,5.0,3.7,3.8,6.0,,1
RA-311,2022,3,16.0,Menina,7.9,5.6,5.0,5.2,6.222,2.5,5.0,6.2,4.3,,1
RA-312,2022,3,13.0,Menina,9.6,8.1,7.5,5.2,6.167,10.0,6.0,4.5,5.0,,0
RA-313,2022,3,14.0,Menina,7.5,7.0,5.0,4.1,5.889,5.0,4.7,5.0,2.5,,1
RA-314,2022,3,13.0,Menina,5.4,5.4,5.0,5.3,6.0,10.0,4.3,3.3,8.3,,0
RA-315,2022,3,13.0,Menina,6.7,5.1,7.5,3.0,5.056,10.0,3.0,4.2,1.8,,0
RA-316,2022,3,14.0,Menina,10.0,10.0,6.9,6.1,8.389,5.0,7.0,6.5,4.7,,1
RA-317,2022,3,13.0,Menino,8.8,5.6,7.5,6.8,5.944,10.0,4.7,5.7,10.0,,0
RA-318,2022,3,14.0,Menina,8.3,6.9,6.9,5.8,6.111,5.0,4.3,5.8,7.3,,1
RA-319,2022,3,13.0,Menino,9.2,7.7,7.5,5.2,7.5,10.0,6.3,4.3,5.0,,0
RA-320,2022,3,14.0,Menina,8.8,10.0,6.9,6.4,8.667,5.0,7.3,6.3,5.7,,1
RA-321,2022,3,12.0,Menina,9.2,9.1,5.6,5.2,8.278,10.0,5.7,6.2,3.7,,0
RA-322,2022,3,13.0,Menina,7.1,8.1,5.0,4.7,6.778,10.0,4.3,5.7,4.0,,0
RA-323,2022,3,13.0,Menino,9.2,7.3,7.5,3.4,6.611,10.0,7.3,2.5,0.5,,0
RA-324,2022,2,10.0,Menina,10.0,9.3,6.9,6.8,8.611,10.0,6.3,7.2,,,0
RA-325,2022,2,10.0,Menino,9.5,6.8,7.5,6.0,8.444,10.0,6.0,6.0,,,0
RA-326,2022,2,12.0,Menina,10.0,9.7,5.0,9.0,8.944,5.0,8.7,9.3,,,1
RA-327,2022,2,11.0,Menino,8.5,8.8,7.5,2.8,7.333,10.0,2.3,3.2,,,0
RA-328,2022,2,12.0,Menino,10.0,7.0,7.5,5.3,7.5,5.0,4.0,6.5,,,1
RA-329,2022,2,11.0,Menino,7.4,6.9,4.4,5.0,5.778,10.0,3.0,7.0,,,0
RA-330,2022,2,14.0,Menina,9.5,8.8,7.5,2.5,7.056,5.0,2.3,2.7,,,1
RA-331,2022,2,12.0,Menina,9.0,8.7,7.5,3.7,6.944,5.0,2.3,5.0,,,1
RA-332,2022,2,13.0,Menino,9.5,9.0,8.1,7.5,8.5,5.0,7.5,7.5,,,1
RA-333,2022,2,14.0,Menino,8.0,5.8,3.8,2.9,6.722,5.0,0.2,5.7,,,1
RA-334,2022,2,11.0,Menina,6.9,9.2,4.4,8.0,8.722,10.0,7.0,9.0,,,0
RA-335,2022,2,10.0,Menino,9.5,9.4,7.5,7.4,6.833,10.0,5.8,9.0,,,0
RA-336,2022,2,13.0,Menino,9.5,8.5,4.4,5.1,7.889,5.0,4.5,5.7,,,1
RA-337,2022,2,11.0,Menino,10.0,9.3,7.5,5.8,7.611,10.0,7.5,4.0,,,0
RA-338,2022,2,12.0,Menino,8.5,7.3,7.5,5.8,7.611,5.0,5.3,6.2,,,1
RA-339,2022,2,11.0,Menina,6.9,9.9,7.5,8.1,8.889,10.0,7.1,9.2,,,0
RA-340,2022,2,11.0,Menino,9.0,8.2,7.5,6.5,7.667,10.0,6.0,7.0,,,0
RA-341,2022,2,12.0,Menino,8.0,7.7,7.5,5.8,7.5,5.0,5.0,6.5,,,1
RA-342,2022,2,14.0,Menina,9.0,6.7,7.5,6.6,7.5,5.0,5.5,7.7,,,1
RA-343,2022,2,14.0,Menino,9.5,7.4,7.5,5.9,7.167,5.0,4.2,7.7,,,1
RA-344,2022,2,11.0,Menino,8.5,8.3,7.5,4.5,7.5,10.0,2.3,6.7,,,0
RA-345,2022,2,13.0,Menino,9.5,5.4,5.6,3.6,6.667,5.0,1.3,5.8,,,1
RA-346,2022,2,10.0,Menino,10.0,9.1,7.5,7.0,7.889,10.0,6.0,8.0,,,0
RA-347,2022,2,12.0,Menina,9.0,10.0,5.6,8.5,8.0,5.0,8.5,8.5,,,1
RA-348,2022,2,12.0,Menino,9.0,8.7,7.5,1.8,5.833,5.0,0.5,3.0,,,1
RA-349,2022,2,12.0,Menino,9.5,7.7,7.5,3.7,3.944,5.0,2.2,5.2,,,1
RA-350,2022,2,11.0,Menina,10.0,8.8,7.5,6.5,8.611,10.0,7.0,6.0,,,0
RA-351,2022,2,14.0,Menino,9.0,7.2,7.5,4.0,8.111,5.0,3.2,4.8,,,1
RA-352,2022,2,11.0,Menino,9.0,8.1,5.6,7.0,8.389,10.0,7.3,6.7,,,0
RA-353,2022,2,11.0,Menina,7.0,10.0,7.5,7.5,8.444,10.0,8.0,7.0,,,0
RA-354,2022,2,13.0,Menina,8.5,4.3,7.5,4.5,7.333,5.0,2.8,6.2,,,1
RA-355,2022,2,12.0,Menina,5.8,5.0,7.5,4.5,6.056,5.0,5.5,3.5,,,1
RA-356,2022,2,12.0,Menino,10.0,8.4,5.0,4.6,8.278,5.0,5.3,3.8,,,1
RA-357,2022,2,12.0,Menino,8.0,9.6,7.5,8.5,7.778,5.0,10.0,7.0,,,1
RA-358,2022,2,13.0,Menino,7.5,6.5,7.5,0.0,7.556,5.0,0.0,0.0,,,1
RA-359,2022,2,12.0,Menina,9.0,7.0,7.5,4.6,7.5,5.0,3.3,5.8,,,1
RA-360,2022,2,12.0,Menina,9.5,8.5,7.5,5.2,7.5,5.0,4.7,5.7,,,1
RA-361,2022,2,13.0,Menina,7.9,9.2,6.3,5.0,6.778,5.0,4.0,6.0,,,1
RA-362,2022,2,12.0,Menina,8.5,7.9,7.5,7.9,7.5,5.0,6.5,9.3,,,1
RA-363,2022,2,12.0,Menino,10.0,10.0,6.9,2.0,7.056,5.0,1.0,3.0,,,1
RA-364,2022,2,11.0,Menino,9.5,10.0,7.5,8.8,8.167,10.0,9.5,8.0,,,0
RA-365,2022,2,10.0,Menina,8.0,10.0,5.0,7.8,7.833,10.0,6.0,9.5,,,0
RA-366,2022,2,12.0,Menino,9.5,9.4,7.5,5.5,6.833,5.0,6.0,5.0,,,1
RA-367,2022,2,12.0,Menina,8.5,7.4,6.3,6.7,7.5,5.0,5.2,8.2,,,1
RA-368,2022,2,13.0,Menino,8.0,7.9,5.0,7.3,7.5,5.0,5.5,9.0,,,1
RA-369,2022,2,11.0,Menino,9.0,6.9,7.5,4.8,6.889,10.0,4.0,5.5,,,0
RA-370,2022,2,12.0,Menina,8.5,8.2,5.0,7.2,7.611,5.0,5.2,9.2,,,1
RA-371,2022,2,10.0,Menina,9.5,8.0,6.9,8.4,7.667,10.0,7.8,9.0,,,0
RA-372,2022,2,10.0,Menino,8.5,5.5,6.9,7.8,7.389,10.0,8.3,7.2,,,0
RA-373,2022,2,11.0,Menino,6.4,9.5,5.0,7.3,6.944,10.0,6.5,8.0,,,0
RA-374,2022,2,12.0,Menina,9.0,9.8,7.5,6.9,7.944,5.0,5.3,8.5,,,1
RA-375,2022,2,11.0,Menino,9.0,9.5,7.5,5.4,7.667,10.0,3.3,7.5,,,0
RA-376,2022,2,12.0,Menina,9.0,9.0,7.5,4.3,7.5,5.0,2.0,6.7,,,1
RA-377,2022,2,12.0,Menina,9.0,7.7,5.6,6.2,6.833,5.0,4.3,8.0,,,1
RA-378,2022,2,12.0,Menino,9.0,6.8,5.6,8.1,7.889,5.0,8.7,7.5,,,1
RA-379,2022,2,13.0,Menina,8.5,8.1,7.5,5.0,6.778,5.0,5.0,5.0,,,1
RA-380,2022,2,13.0,Menino,7.9,4.4,5.0,2.5,4.833,5.0,2.3,2.7,,,1
RA-381,2022,2,13.0,Menino,9.0,8.3,6.9,3.3,6.944,5.0,1.5,5.2,,,1
RA-382,2022,2,14.0,Menino,9.0,7.7,6.3,5.4,7.333,5.0,4.0,6.8,,,1
RA-383,2022,2,11.0,Menino,9.0,9.6,7.5,8.1,7.778,10.0,8.0,8.2,,,0
RA-384,2022,2,12.0,Menina,9.0,8.4,6.3,8.1,8.0,5.0,8.0,8.2,,,1
RA-385,2022,2,12.0,Menina,7.4,7.5,5.0,4.9,6.5,5.0,2.7,7.2,,,1
RA-386,2022,2,13.0,Menino,10.0,5.9,5.6,4.0,7.222,5.0,3.7,4.3,,,1
RA-387,2022,2,13.0,Menino,7.0,8.2,7.5,3.7,6.833,5.0,1.3,6.0,,,1
RA-388,2022,2,14.0,Menina,7.9,8.5,5.6,4.5,7.722,5.0,3.5,5.5,,,1
RA-389,2022,2,11.0,Menino,8.0,8.9,7.5,3.5,7.556,10.0,2.0,5.0,,,0
RA-390,2022,2,12.0,Menina,7.4,8.8,6.3,4.7,7.722,5.0,4.0,5.3,,,1
RA-391,2022,2,12.0,Menina,10.0,8.1,7.5,5.1,8.056,5.0,5.0,5.2,,,1
RA-392,2022,2,14.0,Menino,9.5,8.8,5.6,4.8,6.778,5.0,3.7,5.8,,,1
RA-393,2022,2,16.0,Menina,10.0,5.4,5.0,4.6,6.778,2.5,4.7,4.5,,,1
RA-394,2022,2,11.0,Menina,9.5,8.6,7.5,5.9,8.444,10.0,4.3,7.5,,,0
RA-395,2022,2,11.0,Menina,9.0,8.9,7.5,4.9,8.333,10.0,4.2,5.7,,,0
RA-396,2022,2,12.0,Menino,9.0,8.0,6.3,5.6,6.556,5.0,4.7,6.5,,,1
RA-397,2022,2,14.0,Menina,9.0,5.7,6.9,2.8,7.167,5.0,3.3,2.3,,,1
RA-398,2022,2,10.0,Menina,9.0,9.3,7.5,5.5,7.5,10.0,3.0,8.0,,,0
RA-399,2022,2,12.0,Menina,6.8,9.3,5.6,4.3,7.5,5.0,3.0,5.5,,,1
RA-400,2022,2,14.0,Menino,9.0,8.5,5.0,1.7,7.444,5.0,1.2,2.2,,,1
RA-401,2022,2,12.0,Menina,6.9,9.6,7.5,4.3,6.722,5.0,3.7,5.0,,,1
RA-402,2022,2,12.0,Menina,9.0,3.7,5.0,3.0,7.222,5.0,4.3,1.7,,,1
RA-403,2022,2,12.0,Menino,9.5,9.3,7.5,6.3,7.5,5.0,6.5,6.2,,,1
RA-404,2022,2,12.0,Menina,9.0,7.3,7.5,5.3,6.944,5.0,4.0,6.5,,,1
RA-405,2022,2,13.0,Menino,9.5,6.2,5.0,3.3,6.0,5.0,2.7,3.8,,,1
RA-406,2022,2,13.0,Menina,9.5,9.5,7.5,6.6,7.333,5.0,5.4,7.8,,,1
RA-407,2022,2,13.0,Menino,8.5,9.3,7.5,6.0,7.056,5.0,4.0,8.0,,,1
RA-408,2022,2,12.0,Menina,8.0,9.7,7.5,3.3,7.333,5.0,1.0,5.5,,,1
RA-409,2022,2,11.0,Menina,7.9,9.7,7.5,7.8,7.5,10.0,6.0,9.5,,,0
RA-410,2022,2,14.0,Menino,7.4,6.5,6.3,2.0,7.444,5.0,2.0,2.0,,,1
RA-411,2022,2,12.0,Menina,6.4,8.6,7.5,7.1,7.833,5.0,6.7,7.5,,,1
RA-412,2022,2,12.0,Menina,8.5,9.0,7.5,7.3,7.778,5.0,6.5,8.2,,,1
RA-413,2022,2,12.0,Menina,6.4,8.7,5.6,4.7,7.056,5.0,4.2,5.2,,,1
RA-414,2022,2,12.0,Menina,8.0,9.3,7.5,5.9,7.667,5.0,5.7,6.2,,,1
RA-415,2022,2,11.0,Menina,8.0,8.3,7.5,6.2,8.056,10.0,4.8,7.5,,,0
RA-416,2022,2,12.0,Menino,9.5,9.3,8.8,7.2,8.222,5.0,6.7,7.7,,,1
RA-417,2022,2,13.0,Menina,10.0,10.0,7.5,8.0,9.556,5.0,6.0,10.0,,,1
RA-418,2022,2,10.0,Menina,8.0,9.4,7.5,7.5,8.222,10.0,6.5,8.5,,,0
RA-419,2022,2,12.0,Menina,7.5,9.2,5.6,6.9,8.389,5.0,5.3,8.5,,,1
RA-420,2022,2,11.0,Menina,9.5,9.0,5.6,4.5,8.0,10.0,1.3,7.7,,,0
RA-421,2022,2,11.0,Menino,8.5,9.3,7.5,8.8,9.111,10.0,9.2,8.5,,,0
RA-422,2022,2,12.0,Menino,8.5,10.0,7.5,2.5,7.5,5.0,1.0,4.0,,,1
RA-423,2022,2,12.0,Menina,8.4,9.6,7.5,2.3,7.667,5.0,0.5,4.0,,,1
RA-424,2022,2,12.0,Menina,9.0,10.0,7.5,7.5,8.222,5.0,10.0,5.0,,,1
RA-425,2022,2,12.0,Menino,9.0,10.0,7.5,9.0,7.5,5.0,9.0,9.0,,,1
RA-426,2022,2,14.0,Menina,9.0,6.5,7.5,4.6,7.111,5.0,2.3,6.8,,,1
RA-427,2022,2,13.0,Menino,8.0,8.5,7.5,2.5,6.778,5.0,3.0,2.0,,,1
RA-428,2022,2,13.0,Menino,6.8,8.7,7.5,9.5,7.111,5.0,10.0,9.0,,,1
RA-429,2022,2,13.0,Menino,10.0,5.3,7.5,2.7,6.611,5.0,2.8,2.5,,,1
RA-430,2022,2,13.0,Menino,9.5,8.6,7.5,8.5,6.611,5.0,7.5,9.5,,,1
RA-431,2022,2,11.0,Menino,9.0,8.1,7.5,4.5,6.778,10.0,5.0,4.0,,,0
RA-432,2022,2,14.0,Menina,10.0,6.8,5.0,5.1,6.611,5.0,5.7,4.5,,,1
RA-433,2022,2,12.0,Menino,8.5,7.3,5.0,2.6,5.778,5.0,2.2,3.0,,,1
RA-434,2022,2,11.0,Menino,9.0,8.1,7.5,5.7,6.778,10.0,4.8,6.5,,,0
RA-435,2022,2,10.0,Menina,7.9,6.2,7.5,4.7,6.444,10.0,3.7,5.7,,,0
RA-436,2022,2,11.0,Menino,9.5,8.1,7.5,2.0,6.611,10.0,4.0,0.0,,,0
RA-437,2022,2,13.0,Menino,8.5,8.3,7.5,5.8,6.611,5.0,6.0,5.5,,,1
RA-438,2022,2,10.0,Menino,8.0,8.7,7.5,7.3,6.889,10.0,6.5,8.0,,,0
RA-439,2022,2,12.0,Menino,9.0,4.9,7.5,2.3,6.5,5.0,3.2,1.3,,,1
RA-440,2022,2,11.0,Menino,9.5,9.0,6.9,5.5,5.833,10.0,6.0,5.0,,,0
RA-441,2022,2,11.0,Menina,9.0,7.9,7.5,8.0,8.333,10.0,8.0,8.0,,,0
RA-442,2022,2,11.0,Menina,10.0,8.2,7.5,7.5,8.222,10.0,9.0,6.0,,,0
RA-443,2022,2,13.0,Menina,9.0,9.1,7.5,5.6,8.5,5.0,8.0,3.2,,,1
RA-444,2022,2,11.0,Menino,9.0,7.2,5.0,3.1,7.778,10.0,1.5,4.7,,,0
RA-445,2022,2,12.0,Menino,9.0,9.4,7.5,3.8,7.5,5.0,0.0,7.5,,,1
RA-446,2022,2,13.0,Menina,9.5,8.9,5.0,6.9,7.889,5.0,6.3,7.5,,,1
RA-447,2022,2,10.0,Menina,0.0,7.0,7.5,3.5,5.556,10.0,7.0,0.0,,,0
RA-448,2022,2,11.0,Menina,9.0,9.7,7.5,5.5,8.111,10.0,5.0,6.0,,,0
RA-449,2022,2,12.0,Menina,0.0,6.0,7.5,7.0,8.111,5.0,6.0,8.0,,,1
RA-450,2022,2,13.0,Menino,10.0,9.1,7.5,7.5,8.111,5.0,6.8,8.2,,,1
RA-451,2022,2,13.0,Menina,9.0,6.0,6.3,6.1,6.889,5.0,3.1,9.2,,,1
RA-452,2022,2,13.0,Menina,9.0,5.6,7.5,4.8,7.167,5.0,5.0,4.5,,,1
RA-453,2022,2,13.0,Menina,9.0,8.7,7.5,8.8,7.778,5.0,8.0,9.5,,,1
RA-454,2022,2,14.0,Menino,9.5,8.6,5.0,2.3,5.444,5.0,0.0,4.7,,,1
RA-455,2022,2,12.0,Menina,7.0,7.9,7.5,6.3,7.278,5.0,6.0,6.5,,,1
RA-456,2022,2,12.0,Menina,6.4,8.2,6.3,7.3,8.389,5.0,6.0,8.7,,,1
RA-457,2022,2,12.0,Menina,8.0,8.8,7.5,8.5,7.667,5.0,7.0,10.0,,,1
RA-458,2022,2,13.0,Menino,8.0,7.7,7.5,5.6,5.833,5.0,4.7,6.5,,,1
RA-459,2022,2,12.0,Menino,7.0,9.1,8.1,7.3,7.222,5.0,5.3,9.2,,,1
RA-460,2022,2,12.0,Menino,6.8,8.1,7.5,3.3,5.056,5.0,0.5,6.0,,,1
RA-461,2022,2,12.0,Menina,0.0,6.7,7.5,3.8,7.222,5.0,1.5,6.2,,,1
RA-462,2022,2,14.0,Menino,10.0,8.5,7.5,3.6,6.778,5.0,2.0,5.2,,,1
RA-463,2022,2,12.0,Menina,10.0,7.8,7.5,2.5,7.389,5.0,2.0,3.0,,,1
RA-464,2022,2,13.0,Menina,7.5,8.0,7.5,4.8,7.722,5.0,2.7,7.0,,,1
RA-465,2022,2,11.0,Menino,8.0,7.9,7.5,7.8,8.444,10.0,9.3,6.3,,,0
RA-466,2022,2,13.0,Menino,8.5,9.7,7.5,3.3,7.556,5.0,0.5,6.0,,,1
RA-467,2022,2,13.0,Menina,5.8,8.4,5.0,5.5,7.111,5.0,5.0,6.0,,,1
RA-468,2022,2,13.0,Menino,9.5,6.7,7.5,4.1,6.722,5.0,4.5,3.7,,,1
RA-469,2022,2,11.0,Menina,9.0,9.6,5.0,5.7,7.833,10.0,6.2,5.2,,,0
RA-470,2022,2,13.0,Menina,8.0,9.7,7.5,6.3,7.5,5.0,5.3,7.3,,,1
RA-471,2022,2,13.0,Menina,3.5,8.5,5.0,6.3,8.056,5.0,5.7,6.8,,,1
RA-472,2022,2,12.0,Menina,9.0,7.0,7.5,2.0,7.056,5.0,1.8,2.2,,,1
RA-473,2022,2,12.0,Menino,8.0,6.1,7.5,4.3,5.889,5.0,4.5,4.0,,,1
RA-474,2022,2,13.0,Menino,9.5,9.1,7.5,3.0,6.0,5.0,1.3,4.7,,,1
RA-475,2022,2,12.0,Menina,8.5,9.2,7.5,5.8,7.667,5.0,3.3,8.3,,,1
RA-476,2022,2,12.0,Menina,9.0,9.3,4.4,5.5,7.556,5.0,5.0,6.0,,,1
RA-477,2022,2,13.0,Menino,0.0,5.0,5.6,0.7,4.5,5.0,0.3,1.0,,,1
RA-478,2022,2,12.0,Menina,8.5,9.1,5.6,4.9,7.056,5.0,3.8,6.0,,,1
RA-479,2022,1,10.0,Menino,8.0,9.2,7.5,9.8,9.5,5.0,10.0,9.7,,,1
RA-480,2022,1,10.0,Menina,9.0,8.8,7.5,6.3,8.444,5.0,6.8,5.7,,,1
RA-481,2022,1,9.0,Menino,9.0,8.0,7.5,5.2,6.889,10.0,5.7,4.7,,,0
RA-482,2022,1,11.0,Menino,10.0,7.9,7.5,5.5,6.833,5.0,4.3,6.7,,,1
RA-483,2022,1,11.0,Menina,9.0,4.8,5.0,2.4,6.833,5.0,2.0,2.8,,,1
RA-484,2022,1,11.0,Menino,9.5,8.7,5.0,6.5,6.389,5.0,8.0,5.0,,,1
RA-485,2022,1,10.0,Menino,9.5,4.0,7.5,1.2,5.444,5.0,1.0,1.3,,,1
RA-486,2022,1,10.0,Menina,10.0,9.9,7.5,7.3,7.222,5.0,6.7,7.8,,,1
RA-487,2022,1,10.0,Menina,7.5,9.7,7.5,9.6,9.333,5.0,9.7,9.5,,,1
RA-488,2022,1,10.0,Menina,8.5,8.8,7.5,7.3,7.722,5.0,6.0,8.5,,,1
RA-489,2022,1,9.0,Menina,9.0,7.2,7.5,0.0,6.5,10.0,0.0,0.0,,,0
RA-490,2022,1,10.0,Menina,7.9,8.2,7.5,7.7,8.722,5.0,6.0,9.3,,,1
RA-491,2022,1,11.0,Menino,7.5,9.7,7.5,7.0,7.722,5.0,6.0,8.0,,,1
RA-492,2022,1,11.0,Menina,10.0,8.8,7.5,7.1,8.278,5.0,8.2,6.0,,,1
RA-493,2022,1,9.0,Menina,10.0,9.4,7.5,7.2,8.278,10.0,7.3,7.0,,,0
RA-494,2022,1,11.0,Menina,6.4,8.3,5.0,5.8,6.944,5.0,6.3,5.2,,,1
RA-495,2022,1,11.0,Menino,9.0,8.9,7.5,8.4,8.056,5.0,8.0,8.8,,,1
RA-496,2022,1,11.0,Menino,8.5,6.8,7.5,5.7,7.556,5.0,5.8,5.5,,,1
RA-497,2022,1,13.0,Menina,6.9,9.2,5.0,5.1,5.833,5.0,4.2,6.0,,,1
RA-498,2022,1,11.0,Menina,8.5,8.8,7.5,8.8,7.556,5.0,8.0,9.5,,,1
